valuations_metrics,financials,stock_statistics,stock_price_summary,dividends_and_splits,symbol,name,currency,exchange,mic_code,exchange_timezone
"{'market_capitalization': 1466713, 'enterprise_value': 5960535, 'trailing_pe': -0.14285714285714285, 'forward_pe': None, 'peg_ratio': 0.016428571428571417, 'price_to_sales_ttm': 733.3565, 'price_to_book_mrq': None, 'enterprise_to_revenue': 2.796, 'enterprise_to_ebitda': -0.475}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2022-12-31', 'profit_margin': 0, 'operating_margin': -6.11732, 'return_on_assets_ttm': -0.46662998, 'return_on_equity_ttm': -6.95816, 'income_statement': {'revenue_ttm': 2131894, 'revenue_per_share_ttm': 1.997, 'quarterly_revenue_growth': 0.089, 'gross_profit_ttm': 0, 'ebitda': -12543714, 'net_income_to_common_ttm': -11256579, 'diluted_eps_ttm': -11.08, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 8391129, 'total_cash_per_share_mrq': 5.575, 'total_debt_mrq': 12093836, 'total_debt_to_equity_mrq': -4.2434512280701755, 'current_ratio_mrq': 1.189, 'book_value_per_share_mrq': -2.065}, 'cash_flow': {'operating_cash_flow_ttm': -12365644, 'levered_free_cash_flow_ttm': -7489303}}","{'shares_outstanding': 977809, 'float_shares': 1375767, 'avg_10_volume': None, 'avg_90_volume': 558, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': None, 'percent_held_by_institutions': None}","{'fifty_two_week_low': 1.15, 'fifty_two_week_high': 57.5, 'fifty_two_week_change': 23.333, 'beta': 0.545836, 'day_50_ma': 1.5, 'day_200_ma': 19.14}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': '1-for-50 split', 'last_split_date': '2023-09-21'}",PXMVD,PIXIUM VISION,USD,OTC,EXPM,America/New_York
"{'market_capitalization': 338158496, 'enterprise_value': -16622408388, 'trailing_pe': 25.93119, 'forward_pe': 0, 'peg_ratio': 0.5830635835329339, 'price_to_sales_ttm': 0.0046785814, 'price_to_book_mrq': 0.04257213, 'enterprise_to_revenue': -0.341, 'enterprise_to_ebitda': -5.857}","{'fiscal_year_ends': '2023-03-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.02695, 'operating_margin': 0.02194, 'return_on_assets_ttm': 0.012410001, 'return_on_equity_ttm': 0.02496, 'income_statement': {'revenue_ttm': 48791263640, 'revenue_per_share_ttm': 12102.61, 'quarterly_revenue_growth': 0.067, 'gross_profit_ttm': 11627000000, 'ebitda': 2479000000, 'net_income_to_common_ttm': 1314997400, 'diluted_eps_ttm': 2.18, 'quarterly_earnings_growth_yoy': 0.06712165800513431}, 'balance_sheet': {'total_cash_mrq': 20338581752, 'total_cash_per_share_mrq': 504.346, 'total_debt_mrq': 1436506400, 'total_debt_to_equity_mrq': 2.683, 'current_ratio_mrq': 2.451, 'book_value_per_share_mrq': 1327.864}, 'cash_flow': {'operating_cash_flow_ttm': -3165000000, 'levered_free_cash_flow_ttm': 1295000000}}","{'shares_outstanding': 5973880, 'float_shares': 54533750, 'avg_10_volume': 10, 'avg_90_volume': 47, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': None, 'percent_held_by_institutions': None}","{'fifty_two_week_low': 55.7, 'fifty_two_week_high': 61.52, 'fifty_two_week_change': -8.827, 'beta': 0.683, 'day_50_ma': 59.674, 'day_200_ma': 61.0585}","{'forward_annual_dividend_rate': 8.304496, 'forward_annual_dividend_yield': 0.14690423101585803, 'trailing_annual_dividend_rate': 2.076124, 'trailing_annual_dividend_yield': 0.03672605775396451, '5_year_average_dividend_yield': None, 'payout_ratio': 0.84879994, 'dividend_date': None, 'ex_dividend_date': '2023-03-30', 'last_split_factor': None, 'last_split_date': None}",ADERY,"Aida Engineering Co., Ltd.",USD,OTC,PINX,America/New_York
"{'market_capitalization': 0, 'enterprise_value': 66465852, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': None, 'price_to_book_mrq': None, 'enterprise_to_revenue': None, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0, 'operating_margin': 0, 'return_on_assets_ttm': None, 'return_on_equity_ttm': None, 'income_statement': {'revenue_ttm': 0, 'revenue_per_share_ttm': None, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 1381999, 'diluted_eps_ttm': None, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 574336, 'total_cash_per_share_mrq': 0.105, 'total_debt_mrq': 1000000, 'total_debt_to_equity_mrq': 0.066768559940373, 'current_ratio_mrq': 0.304, 'book_value_per_share_mrq': -1.015}, 'cash_flow': {'operating_cash_flow_ttm': -1902556, 'levered_free_cash_flow_ttm': 0}}","{'shares_outstanding': None, 'float_shares': 65601, 'avg_10_volume': 3490, 'avg_90_volume': 5620, 'shares_short': 400, 'short_ratio': 0.13, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0, 'percent_held_by_institutions': 0.03971}","{'fifty_two_week_low': 9.707, 'fifty_two_week_high': 16.03, 'fifty_two_week_change': 13.042, 'beta': None, 'day_50_ma': 11.3638, 'day_200_ma': 10.788325}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': None, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",PTWOU,Pono Capital Two Inc,USD,NASDAQ,XNMS,America/New_York
"{'market_capitalization': 803471, 'enterprise_value': 19083018, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 0.23638453, 'price_to_book_mrq': None, 'enterprise_to_revenue': 5.614, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2010-12-31', 'most_recent_quarter': '2010-12-31', 'profit_margin': -1.92439, 'operating_margin': -1.48808, 'return_on_assets_ttm': -0.0299, 'return_on_equity_ttm': None, 'income_statement': {'revenue_ttm': 3399000, 'revenue_per_share_ttm': 19.005, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': -6541000, 'diluted_eps_ttm': 0, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 40316000, 'total_cash_per_share_mrq': 225.42, 'total_debt_mrq': 59399000, 'total_debt_to_equity_mrq': None, 'current_ratio_mrq': None, 'book_value_per_share_mrq': -24.401}, 'cash_flow': {'operating_cash_flow_ttm': -3797000, 'levered_free_cash_flow_ttm': 0}}","{'shares_outstanding': 0, 'float_shares': None, 'avg_10_volume': 15, 'avg_90_volume': 5, 'shares_short': 145, 'short_ratio': 0.12, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': None, 'percent_held_by_institutions': None}","{'fifty_two_week_low': 0, 'fifty_two_week_high': 0, 'fifty_two_week_change': 0, 'beta': 19.111303, 'day_50_ma': 0.0001, 'day_200_ma': 0.0001}","{'forward_annual_dividend_rate': 4, 'forward_annual_dividend_yield': 40000.00101048502, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': '2007-08-13', 'last_split_factor': '1-for-50 split', 'last_split_date': '2010-03-15'}",MBVA,Millennium Bankshares Corp.,USD,OTC,PINX,America/New_York
"{'market_capitalization': 6249036800, 'enterprise_value': 4420227502, 'trailing_pe': 40.096157, 'forward_pe': None, 'peg_ratio': 1.389740587281554, 'price_to_sales_ttm': 0.039739758, 'price_to_book_mrq': 0.1544961222192853, 'enterprise_to_revenue': 0.288, 'enterprise_to_ebitda': 3.299}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0.008169999, 'operating_margin': 0.06353, 'return_on_assets_ttm': 0.05156, 'return_on_equity_ttm': 0.035469998, 'income_statement': {'revenue_ttm': 15331777044, 'revenue_per_share_ttm': 274.471, 'quarterly_revenue_growth': 0.038, 'gross_profit_ttm': 26113000000, 'ebitda': 13673000000, 'net_income_to_common_ttm': 125287493, 'diluted_eps_ttm': 0.26, 'quarterly_earnings_growth_yoy': -0.119}, 'balance_sheet': {'total_cash_mrq': 774345012, 'total_cash_per_share_mrq': 13.862, 'total_debt_mrq': 4611945062, 'total_debt_to_equity_mrq': 128.895, 'current_ratio_mrq': 1.026, 'book_value_per_share_mrq': 67.47742299925208}, 'cash_flow': {'operating_cash_flow_ttm': 798037493, 'levered_free_cash_flow_ttm': 975280350}}","{'shares_outstanding': 572918016, 'float_shares': 473304377, 'avg_10_volume': 17, 'avg_90_volume': 81, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': None, 'percent_held_by_institutions': None}","{'fifty_two_week_low': 7.48, 'fifty_two_week_high': 10.425, 'fifty_two_week_change': 20.959, 'beta': 0.929, 'day_50_ma': 9.731, 'day_200_ma': 8.4847}","{'forward_annual_dividend_rate': 0.621992, 'forward_annual_dividend_yield': 0.05966350010744273, 'trailing_annual_dividend_rate': 0.325365, 'trailing_annual_dividend_yield': 0.031210071371429383, '5_year_average_dividend_yield': None, 'payout_ratio': 0.6631, 'dividend_date': '2023-12-08', 'ex_dividend_date': '2023-11-17', 'last_split_factor': None, 'last_split_date': None}",SCTBY,Securitas A B,USD,OTC,PSGM,America/New_York
"{'market_capitalization': 833158208, 'enterprise_value': 884235611, 'trailing_pe': 25.260607, 'forward_pe': None, 'peg_ratio': 0.4822479518181817, 'price_to_sales_ttm': 2.484377, 'price_to_book_mrq': 4.737979, 'enterprise_to_revenue': 2.415, 'enterprise_to_ebitda': 20.549}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0.066360004, 'operating_margin': 0.01796, 'return_on_assets_ttm': 0.05747, 'return_on_equity_ttm': 0.17009, 'income_statement': {'revenue_ttm': 366077893, 'revenue_per_share_ttm': 17.544, 'quarterly_revenue_growth': 0.13, 'gross_profit_ttm': 110069000, 'ebitda': 39420000, 'net_income_to_common_ttm': 31848521, 'diluted_eps_ttm': 1.65, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 52035480, 'total_cash_per_share_mrq': 2.356, 'total_debt_mrq': 15697207, 'total_debt_to_equity_mrq': 8.079, 'current_ratio_mrq': 1.932, 'book_value_per_share_mrq': 8.797}, 'cash_flow': {'operating_cash_flow_ttm': -9567874, 'levered_free_cash_flow_ttm': -18589675}}","{'shares_outstanding': 19115500, 'float_shares': 20212088, 'avg_10_volume': 130, 'avg_90_volume': 83, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.07603, 'percent_held_by_institutions': 0.55988}","{'fifty_two_week_low': 20.86, 'fifty_two_week_high': 43.23, 'fifty_two_week_change': 48.945, 'beta': 2.13, 'day_50_ma': 33.6932, 'day_200_ma': 26.08755}","{'forward_annual_dividend_rate': 0.856, 'forward_annual_dividend_yield': 0.020289168709716355, 'trailing_annual_dividend_rate': 0.214, 'trailing_annual_dividend_yield': 0.005072292177429089, '5_year_average_dividend_yield': None, 'payout_ratio': 0.13159999, 'dividend_date': None, 'ex_dividend_date': '2023-06-01', 'last_split_factor': None, 'last_split_date': None}",SESMF,Suess MicroTec AG,USD,OTC,PINX,America/New_York
"{'market_capitalization': 91118696, 'enterprise_value': 91881328, 'trailing_pe': 42.96, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': None, 'price_to_book_mrq': 15.191031522051365, 'enterprise_to_revenue': None, 'enterprise_to_ebitda': -21.532635602906254}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0, 'operating_margin': 0, 'return_on_assets_ttm': -0.00485, 'return_on_equity_ttm': 0.009297074471638928, 'income_statement': {'revenue_ttm': 0, 'revenue_per_share_ttm': 0, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 6409407, 'diluted_eps_ttm': 0.25, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 11841, 'total_cash_per_share_mrq': 0.001, 'total_debt_mrq': 774480, 'total_debt_to_equity_mrq': 0.12972288499756712, 'current_ratio_mrq': 0.161, 'book_value_per_share_mrq': -1.264}, 'cash_flow': {'operating_cash_flow_ttm': -562426, 'levered_free_cash_flow_ttm': -133993}}","{'shares_outstanding': 1584050, 'float_shares': 736076, 'avg_10_volume': 1770, 'avg_90_volume': 4933, 'shares_short': 367, 'short_ratio': 0.03, 'short_percent_of_shares_outstanding': 0.0002, 'percent_held_by_insiders': 0.8, 'percent_held_by_institutions': 0.37342}","{'fifty_two_week_low': 10.15, 'fifty_two_week_high': 11.4, 'fifty_two_week_change': 5.214, 'beta': 0.024, 'day_50_ma': 10.7472, 'day_200_ma': 10.517595}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",BLEU,bleuacacia ltd,USD,NASDAQ,XNCM,America/New_York
"{'market_capitalization': 0, 'enterprise_value': 160792528, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': None, 'price_to_book_mrq': None, 'enterprise_to_revenue': None, 'enterprise_to_ebitda': -7.144649710606023}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0, 'operating_margin': 0, 'return_on_assets_ttm': -0.01276, 'return_on_equity_ttm': 0.07101184116491782, 'income_statement': {'revenue_ttm': 0, 'revenue_per_share_ttm': None, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 6261336, 'diluted_eps_ttm': None, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 212936, 'total_cash_per_share_mrq': 0.017, 'total_debt_mrq': 1664000, 'total_debt_to_equity_mrq': 0.07639153563421823, 'current_ratio_mrq': 0.042, 'book_value_per_share_mrq': -1.684}, 'cash_flow': {'operating_cash_flow_ttm': -2930380, 'levered_free_cash_flow_ttm': 3632262}}","{'shares_outstanding': None, 'float_shares': 4518612, 'avg_10_volume': 1894, 'avg_90_volume': 645, 'shares_short': 524, 'short_ratio': 52.4, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0, 'percent_held_by_institutions': 1.0000001e-05}","{'fifty_two_week_low': 10.11, 'fifty_two_week_high': 16.77, 'fifty_two_week_change': 18.346, 'beta': -0.001, 'day_50_ma': 10.9462, 'day_200_ma': 10.609217}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': None, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",CNDB.UN,Concord Acquisition Corp III,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 90150191104, 'enterprise_value': 103220199424, 'trailing_pe': 36.66012, 'forward_pe': None, 'peg_ratio': -6.7821222, 'price_to_sales_ttm': 6.3580074, 'price_to_book_mrq': 5.2480597, 'enterprise_to_revenue': 7.28, 'enterprise_to_ebitda': 23.443}","{'fiscal_year_ends': '2023-06-30', 'most_recent_quarter': '2023-06-30', 'profit_margin': 0.17434, 'operating_margin': 0.32448003, 'return_on_assets_ttm': 0.06412, 'return_on_equity_ttm': 0.13627, 'income_statement': {'revenue_ttm': 14179000320, 'revenue_per_share_ttm': 29.382, 'quarterly_revenue_growth': 0.121, 'gross_profit_ttm': 6708000000, 'ebitda': 3902000000, 'net_income_to_common_ttm': 2472000000, 'diluted_eps_ttm': 5.09, 'quarterly_earnings_growth_yoy': 0.171}, 'balance_sheet': {'total_cash_mrq': 1017000000, 'total_cash_per_share_mrq': 2.105, 'total_debt_mrq': 12106999808, 'total_debt_to_equity_mrq': 63.182, 'current_ratio_mrq': 2.15, 'book_value_per_share_mrq': 35.556}, 'cash_flow': {'operating_cash_flow_ttm': 2689999872, 'levered_free_cash_flow_ttm': 692800000}}","{'shares_outstanding': 483120000, 'float_shares': 482672966, 'avg_10_volume': 280, 'avg_90_volume': 370, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.005, 'percent_held_by_institutions': 0.34304002}","{'fifty_two_week_low': 144.81, 'fifty_two_week_high': 207.67, 'fifty_two_week_change': -1.005, 'beta': 0.292, 'day_50_ma': 188.9122, 'day_200_ma': 177.20055}","{'forward_annual_dividend_rate': 5.38, 'forward_annual_dividend_yield': 0.02908108108108108, 'trailing_annual_dividend_rate': 2.415, 'trailing_annual_dividend_yield': 0.013054054054054054, '5_year_average_dividend_yield': 1.1, 'payout_ratio': 0.4674, 'dividend_date': '2014-04-04', 'ex_dividend_date': '2024-03-11', 'last_split_factor': None, 'last_split_date': None}",CMXHF,CSL Ltd.,USD,OTC,PINX,America/New_York
"{'market_capitalization': 18490621952, 'enterprise_value': 26570224459, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 1.0177017, 'price_to_book_mrq': 1.5373021, 'enterprise_to_revenue': 1.34, 'enterprise_to_ebitda': 21.598}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': -0.02565, 'operating_margin': 0.109840006, 'return_on_assets_ttm': 0.008669999, 'return_on_equity_ttm': -0.03583, 'income_statement': {'revenue_ttm': 19833280330, 'revenue_per_share_ttm': 19.804, 'quarterly_revenue_growth': -0.066, 'gross_profit_ttm': 7448000000, 'ebitda': 1035000000, 'net_income_to_common_ttm': -497769599, 'diluted_eps_ttm': -0.52, 'quarterly_earnings_growth_yoy': -0.06639616377720399}, 'balance_sheet': {'total_cash_mrq': 2043475199, 'total_cash_per_share_mrq': 2.065, 'total_debt_mrq': 8393312330, 'total_debt_to_equity_mrq': 63.751, 'current_ratio_mrq': 1.199, 'book_value_per_share_mrq': 13.27}, 'cash_flow': {'operating_cash_flow_ttm': 2465924469, 'levered_free_cash_flow_ttm': 2565805904}}","{'shares_outstanding': 906403008, 'float_shares': 739833448, 'avg_10_volume': 2500, 'avg_90_volume': 1577, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.15371999, 'percent_held_by_institutions': 0.48129}","{'fifty_two_week_low': 16.01, 'fifty_two_week_high': 24.182, 'fifty_two_week_change': 20.833, 'beta': 0.781, 'day_50_ma': 21.6504, 'day_200_ma': 20.825966}","{'forward_annual_dividend_rate': 3.4, 'forward_annual_dividend_yield': 0.16666666978324945, 'trailing_annual_dividend_rate': 0.85, 'trailing_annual_dividend_yield': 0.041666668, '5_year_average_dividend_yield': 2.58, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': '2022-05-12', 'last_split_factor': '50-for-49 split', 'last_split_date': '2020-06-30'}",RYLPF,Royal Phillips NV,USD,OTC,PINX,America/New_York
"{'market_capitalization': 83304, 'enterprise_value': 0, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': None, 'price_to_book_mrq': None, 'enterprise_to_revenue': None, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2016-12-31', 'most_recent_quarter': '2016-12-31', 'profit_margin': 0, 'operating_margin': 0, 'return_on_assets_ttm': -675.2974, 'return_on_equity_ttm': None, 'income_statement': {'revenue_ttm': 0, 'revenue_per_share_ttm': None, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': -3888564, 'diluted_eps_ttm': -1.06, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 0, 'total_cash_per_share_mrq': None, 'total_debt_mrq': 97664, 'total_debt_to_equity_mrq': None, 'current_ratio_mrq': 0, 'book_value_per_share_mrq': -0.215}, 'cash_flow': {'operating_cash_flow_ttm': -145239, 'levered_free_cash_flow_ttm': 1230825}}","{'shares_outstanding': 700036, 'float_shares': 677272, 'avg_10_volume': 4700, 'avg_90_volume': 41747, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0, 'percent_held_by_institutions': 0}","{'fifty_two_week_low': 0.01, 'fifty_two_week_high': 0.066, 'fifty_two_week_change': -150, 'beta': 0.124, 'day_50_ma': 0.02144, 'day_200_ma': 0.022635}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': '2017-12-18', 'ex_dividend_date': None, 'last_split_factor': '1-for-40 split', 'last_split_date': '2017-12-18'}",LRGR,"Luminar Media Group, Inc.",USD,OTC,PINX,America/New_York
