fiscal_date,end_cash_position,income_tax_paid,interest_paid,free_cash_flow,operating_activities.net_income,operating_activities.depreciation,operating_activities.deferred_taxes,operating_activities.stock_based_compensation,operating_activities.other_non_cash_items,operating_activities.accounts_receivable,operating_activities.accounts_payable,operating_activities.other_assets_liabilities,operating_activities.operating_cash_flow,investing_activities.capital_expenditures,investing_activities.net_intangibles,investing_activities.net_acquisitions,investing_activities.purchase_of_investments,investing_activities.sale_of_investments,investing_activities.other_investing_activity,investing_activities.investing_cash_flow,financing_activities.long_term_debt_issuance,financing_activities.long_term_debt_payments,financing_activities.short_term_debt_issuance,financing_activities.common_stock_issuance,financing_activities.common_stock_repurchase,financing_activities.common_dividends,financing_activities.other_financing_charges,financing_activities.financing_cash_flow,symbol,name,currency,exchange,mic_code,exchange_timezone,period
2021-06-30,1809693000,,112000,-16583000,-98720000,11009000,-40617000,68290000,31344000,-6535000,7417000,3316000,-24496000,-18902000,,-556090000,-2070296000,1247197000,-26495000,-1424586000,1129379000,-2300000,-2300000,0,0.0,,475431000,1600210000,BILL,Bill.Com Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-06-30,3542715000,,4867000,-33729000,-326361000,87504000,-4075000,197157000,12652000,-3032000,-3771000,-3922000,-43848000,-5377000,,-144349000,-2801697000,1958218000,-130537000,-1123742000,560075000,-40000000,-2500000,1341122000,0.0,,932996000,2791693000,BILL,Bill.Com Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-06-30,4224840000,,7440000,156565000,-223725000,95678000,-1361000,313567000,17584000,-4482000,-1686000,-20423000,175152000,-7589000,,-28902000,-2743763000,3295568000,-234495000,280819000,0,0,60000000,0,-87615000.0,,230974000,203359000,BILL,Bill.Com Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,2143000000,,154000000,1362000000,-49000000,,-9000000,88000000,419000000,54000000,,-286000000,217000000,,,-707000000,-6948000000,5651000000,,-2004000000,697000000,-969000000,,4000000,-516000000,-112000000,2075000000,1179000000,VOYA,Voya Financial Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,1573000000,3000000.0,157000000,22000000,3131000000,,410000000,88000000,-366000000,-1434000000,,-753000000,1076000000,,,-467000000,-8109000000,7172000000,593000000.0,-811000000,1523000000,-1749000000,,4000000,-1113000000,-116000000,1186000000,-265000000,VOYA,Voya Financial Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,1007000000,14000000.0,131000000,1352000000,433000000,,3000000,90000000,143000000,67000000,,-355000000,381000000,,,-1588000000,-8854000000,8196000000,115000000.0,-2131000000,1628000000,-1298000000,,7000000,-750000000,-119000000,560000000,28000000,VOYA,Voya Financial Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,1118000000,11000000.0,113000000,1638000000,729000000,,-62000000,126000000,209000000,569000000,,-98000000,1473000000,,,-684000000,-4467000000,7344000000,147000000.0,2340000000,875000000,-1228000000,,0,-369000000,-163000000,-3174000000,-4059000000,VOYA,Voya Financial Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,10288853000,,,428821000,331151000,64370000,-15832000,13918000,-3731000,-158264000,27146000,23775000,282533000,-89434000,,,-20843122000,22119393000,976000,1187813000,1250000000.0,-1250000000,421655000,145452000.0,-165785000,-182600000,,218722000,CFR,Cullen-Frost Bankers Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,16583000000,,,582443000,443079000,69289000,7784000,12753000,-2462000,-46560000,38821000,22944000,545648000,-58806000,,,-24217841000,20602592000,3116000,-3670939000,0.0,-13403000,649727000,0.0,-3864000,-195943000,,436517000,CFR,Cullen-Frost Bankers Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,12028132000,,,620081000,579150000,71344000,-4918000,18322000,-2096000,-116243000,61140000,23693000,630392000,-102438000,,,-23602353000,16244485000,4632000,-7455674000,0.0,0,1945567000,0.0,-4391000,-216455000,,1724721000,CFR,Cullen-Frost Bankers Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,8687276000,,,320215000,597973000,76442000,-14829000,24590000,-2944000,-232665000,-84993000,21353000,384927000,-157348000,,,-20271960000,21170081000,2520000,743293000,,0,-570903000,,-42720000,-238998000,,-852621000,CFR,Cullen-Frost Bankers Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,61446000,2000,,-230340000,-227006000,528000,,24115000,214000,-10765000,-1923000,-6864000,-221701000,-267000,,,-755629000,275601000,,-480295000,,,,652712000,,,,652712000,ITCI,Intra-Cellular Therapies Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,93765000,6000,,-259869000,-284126000,533000,,34303000,179000,-9391000,3189000,-1067000,-256380000,-325000,,,-224575000,505244000,,280344000,,,,0,,,,0,ITCI,Intra-Cellular Therapies Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,150365000,6000,,-270964000,-256256000,656000,,43013000,90000,-55033000,1704000,-15398000,-281224000,-778000,,,-759209000,631614000,,-128373000,,,,433718000,,,,433718000,ITCI,Intra-Cellular Therapies Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,149517000,162000,,-124468000,-139674000,528000,,52832000,92000,-38829000,1057000,-27555000,-151549000,-269000,,,-415269000,521079000,,105541000,,,,0,,,,0,ITCI,Intra-Cellular Therapies Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,236562000,74365000,9920000,323025000,171364000,54571000,20500000,14524000,1916000,2171000,6627000,-873000,270800000,-49914000,0,0,-21708000,24479000,-11523000,-58666000,417200000,-629745000,-212545000.0,,-25917000,-10830000,99340000,-362497000,ENSG,Ensign Group Inc-The,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,262201000,65547000,5690000,206028000,197725000,55985000,-724000,18678000,2749000,-30771000,7117000,-29909000,220850000,-69550000,-106000,-7984000,-32257000,27481000,-91491000,-173801000,45218000,-3056000,42162000.0,0.0,-11829000,-11548000,-104103000,-43156000,ENSG,Ensign Group Inc-The,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,316270000,70055000,7604000,184968000,224652000,62355000,-6496000,22720000,7303000,-82426000,17870000,-23833000,222145000,-87545000,0,-16400000,-21975000,14356000,-74618000,-186182000,411000,-4106000,,6693000.0,-31584000,-12168000,-4185000,-44939000,ENSG,Ensign Group Inc-The,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,509626000,89730000,7025000,270486000,209850000,72387000,-27481000,30767000,49965000,-79818000,15924000,-6642000,264952000,-106180000,0,0,-29603000,18852000,-65767000,-182698000,150000,-4033000,,0.0,-1929000,-12890000,-279000,-18981000,ENSG,Ensign Group Inc-The,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,762181000,99495000,190674000,166903000,123579000,193451000,-5300000,60168000,,-92280000,17403000.0,-34717000,262304000,-118793000,,,-22883000.0,,9572000,-132104000,0,0,969000,,,,-6875000,-5906000,MAT,Mattel Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,731362000,93129000,210140000,334110000,902987000,184313000,-484145000,60081000,,-85603000,207143000.0,-380893000,403883000,-151353000,,,,,44671000,-106682000,1184913000,-1575997000,-969000,,,,-22152000,-414205000,MAT,Mattel Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,761235000,89617000,129217000,256339000,393913000,182179000,69510000,69072000,,197902000,,-213559000,699017000,-186503000,,,,,42798000,-143705000,0,-250000000,0,,,,-38389000,-288389000,MAT,Mattel Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,927800000,,,-28900000,-111400000,84200000,-1300000,66200000,-12600000,-19300000,-2000000,-17000000,-13200000,-19300000,-3900000,-49800000,0,,-19400000.0,-88500000,1140000000,-733100000,-21000000.0,566300000.0,-900000,-500000.0,-37500000,913300000,FOUR,Shift4 Payments Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,1231500000,400000.0,20900000.0,-82500000,-74000000,104400000,-2500000,40800000,7000000,-120700000,56500000,-24200000,-12700000,-54100000,-10400000,-54500000,-30500000,0.0,-26200000.0,-165300000,632500000,-900000,0.0,0.0,-19500000,0.0,-140900000,471200000,FOUR,Shift4 Payments Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,776500000,700000.0,24400000.0,-104600000,86700000,149100000,-2100000,49600000,-25900000,4100000,37300000,-24900000,273900000,-61800000,-275500000,-135300000,-1500000,0.0,,-198600000,0,0,0.0,0.0,-185900000,0.0,-28700000,-214600000,FOUR,Shift4 Payments Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,721800000,5300000.0,24000000.0,241200000,122900000,214600000,-8100000,57400000,36300000,-52700000,14700000,-10100000,375000000,-91500000,-11500000,-169700000,0,14900000.0,,-246300000,0,0,,,-105400000,,-46800000,-152200000,FOUR,Shift4 Payments Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,655128000,61861000,28765000,424405000,347218000,68773000,21195000,20882000,9743000,-55976000,66040000,-72092000,405783000,179000,,-64797000,,2651000,,-61967000,277000,-282477000,-20126000,,,,-18910000,-321236000,GNRC,Generac Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,147339000,156728000,27842000,301164000,556569000,92041000,-2096000,23954000,2795000,-131861000,297323000,-503619000,335106000,259000,,-717131000,0.0,9577000,,-707295000,150088000,-347669000,33705000,,-125992000.0,,-91002000,-380870000,GNRC,Generac Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,132723000,150893000,48912000,-27672000,408870000,156141000,-95465000,29481000,21573000,6547000,-223031000,-331418000,-27302000,2077000,,-39995000,-15000000.0,4874000,,-48044000,1026284000,-810324000,-19924000,,-345840000.0,,-68072000,-217876000,GNRC,Generac Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,200994000,100082000,84027000,392610000,217120000,166602000,-34478000,35492000,9807000,-18272000,-120900000,285959000,541330000,2896000,,-22601000,-32592000.0,3294000,,-49003000,348827000,-325803000,27153000,,-251513000.0,,-120720000,-322056000,GNRC,Generac Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-07-31,538519000,56803000,101784000,434244000,221384000,196167000,-11212000,19889000,10743000,-115232000,60469000,147346000,529554000,-79020000,,0,,,-5229000,-84249000,379222000,-669884000,-764000,,0,-88318000,-13936000,-393680000,THO,Thor Industries Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-07-31,445852000,226527000,78865000,397647000,660870000,230581000,-9026000,30514000,15407000,-234693000,229173000,-487841000,434985000,-126885000,,-310938000,,,9330000,-428493000,225676000,-299235000,840000,,0,-90801000,-24078000,-187598000,THO,Thor Industries Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-07-31,311553000,380874000,74455000,747759000,1138243000,284453000,-51885000,31421000,11322000,39247000,-116608000,-403014000,933179000,-226290000,,-781967000,,,-41000000,-1049257000,1160088000,-904561000,101053000,,-165107000,-94944000,-43317000,53212000,THO,Thor Industries Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-07-31,441232000,143077000,95383000,773439000,374240000,276928000,-34477000,39512000,11455000,313410000,-120684000,123221000,983605000,-194539000,,-6184000,,,-21760000,-222483000,0,-515538000,-100000000,,-42007000,-95969000,17829000,-735685000,THO,Thor Industries Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,370087000,3577000,183187000,443101000,121173000,319088000,,10951000,10038000,-9795000,1577000,-23035000,429997000,,,,-22565000,21110000,,-1455000,820396000,-1160000000,-7000000,0,-25007000.0,-170397000,-34740000,-576748000,BRX,Brixmor Property Group Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,297743000,1652000,191048000,552239000,270187000,327152000,,17090000,-3025000,2189000,12320000,-30825000,595088000,,,,-17475000,16448000,,-1027000,847735000,-850000000,0,5146000,0.0,-257229000,-33718000,-288066000,BRX,Brixmor Property Group Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,21259000,1951000,187293000,566382000,354193000,344731000,,23407000,-4042000,-31951000,24658000,-38996000,672000000,,,,-25294000,23070000,,-2224000,0,-925000000,125000000,53100000,0.0,-289632000,-8387000,-1044919000,BRX,Brixmor Property Group Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,18904000,2323000,186957000,588794000,305087000,362277000,,20777000,-4970000,-16512000,15436000,-41342000,640753000,,,,-21346000,23437000,,2091000,200000000,-826254000,-106500000,0,,-315287000,-783000,-1048824000,BRX,Brixmor Property Group Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,231520000,37072000,26324000,147202000,97239000,87996000,-8475000,10826000,1332000,-10489000,-203000,-2421000,175805000,-32400000,,-76446000,-776000,38693000,-6865000,-77794000,21290000,-29317000,,,-33924000,0,-6440000,-48391000,IBP,Installed Building Products Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,333500000,39200000,26000000,101300000,118800000,103000000,-400000,13800000,5300000,-16800000,26400000,-112200000,137900000,-34300000,,-241300000,0,0,-2800000,-278400000,527800000,-228400000,,,0,-35300000,-16400000,247700000,IBP,Installed Building Products Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,229600000,69100000,40300000,232300000,223400000,117700000,7100000,13800000,-14300000,-51000000,9600000,-31100000,275200000,-43600000,,-113500000,-344400000,349000000,-6200000,-158700000,30900000,-37500000,,,-137600000,-62700000,-11700000,-218600000,IBP,Installed Building Products Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,386500000,92500000,42500000,278600000,243700000,125700000,500000,15900000,-9400000,-25100000,5100000,-20600000,335800000,-58900000,,-59600000,0,16700000,-1600000,-103400000,38700000,-37400000,,,-6300000,-63100000,-5200000,-73300000,IBP,Installed Building Products Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,218900000,45600000,12200000,185000000,114300000,46500000,7000000,12700000,,32200000,-7300000.0,18700000,224100000,-41600000,0.0,-13200000,,,,-54800000,407500000,-519600000,,,-28900000,-31400000,-10000000,-182400000,WTS,Watts Water Technologies Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,242000000,73000000,6900000,154100000,165700000,45100000,-8200000,22900000,,-30200000,98600000.0,-113700000,180200000,-21600000,,-9100000,,,,-30700000,40000000,-96400000,,,-16000000,-34300000,-12000000,-118700000,WTS,Watts Water Technologies Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,310800000,85800000,5700000,195900000,251500000,39700000,-29600000,18400000,,-20000000,-21300000.0,-16400000,222300000,-22900000,,0,,,,-22900000,85000000,-84700000,,,-69400000,-39500000,-13300000,-121900000,WTS,Watts Water Technologies Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,350100000,115700000,7700000,281100000,262100000,43300000,-18800000,20200000,,6200000,,27000000,340000000,-29700000,,-313400000,,,,-343100000,240000000,-92800000,,,-16000000,-46500000,-15800000,68900000,WTS,Watts Water Technologies Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,269073000,,,229097000,176186000,26503000,-3353000,42661000,9794000,-22133000,-1688000,800000,228770000,-13303000,,1004000,-922867000,1104605000,,169439000,,,,,-51036000,-390508000,-1039000.0,-442583000,CGNX,Cognex Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,186161000,,,298610000,279881000,20283000,-3118000,43774000,2573000,-2866000,27828000,-37092000,331263000,-15455000,,0,-668053000,430969000,,-252539000,,,,,-161652000,-43263000,,-204915000,CGNX,Cognex Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,181374000,,,223739000,215525000,19621000,-27338000,54505000,49456000,5260000,-17277000,-56129000,243623000,-19667000,,-5050000,-233720000,253983000,,-4454000,,,,,-204314000,-45921000,,-250235000,CGNX,Cognex Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,202655000,,,89839000,113234000,21880000,-19779000,54768000,6604000,23091000,-13744000,-27481000,158573000,-23077000,,-257056000,-184056000,496462000,,32273000,,,,,-79794000,-49079000,,-128873000,CGNX,Cognex Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,40780000,110000,154827000,-43621000,-3770573000,307209000,-266373000,31585000,-760401000,164758000,,-13364000,-4307159000,15188000.0,,,,,,15188000,715189000,-870940000,-85500000,,-2756000,,-37193000,-281200000,CHRD,Chord Energy Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,174783000,20000000,41603000,701316000,355298000,158304000,-977000,15476000,12992000,-184605000,,686000,357174000,373155000.0,,-216942000.0,-491007000.0,,-220889000.0,-555683000,850000000,-907661000,-507000000,86467000.0,-100000000,-111905000.0,-56646000,-746745000,CHRD,Chord Energy Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,593151000,10000000,24266000,1392699000,1858470000,369659000,28341000,61269000,3194000,84041000,,-2335000,2402639000,,,437917000.0,-633025000.0,,,-195108000,0,-1023453000,15000000,0.0,-151950000,-654728000.0,-47749000,-1862880000,CHRD,Chord Energy Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,317998000,17195000,26371000,914178000,1023779000,598562000,295548000,46108000,505000,-147870000,,-21064000,1795568000,,,-266552000.0,,,,-266552000,0,-261702000,0,0.0,-239339000,-500304000.0,-14604000,-1015949000,CHRD,Chord Energy Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,396200000,141500000,191600000,976700000,421000000,23800000,68300000,6200000,-700000,-80800000,-18400000,3000000,422400000,-8500000,,,-43200000.0,13000000,-678000000,-716700000,8176200000,-8109100000,95900000.0,,-480800000,,-19500000,-337300000,CACC,Credit Acceptance Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,434200000,213200000,149400000,1061800000,958300000,26300000,44700000,24800000,-400000,37800000,-10700000,-19800000,1061000000,-7600000,,,-38800000.0,18300000,426600000,398500000,3393400000,-3384900000,,,-1471800000,,-17200000,-1480500000,CACC,Credit Acceptance Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,417700000,72700000,147300000,1235600000,535800000,25600000,-7700000,36500000,300000,100500000,67900000,-3900000,755000000,-3100000,,,-50100000.0,24300000,-481800000,-510700000,8164500000,-8193500000,,,-784500000,,3800000,-809700000,CACC,Credit Acceptance Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,470900000,31900000,242100000,1199800000,286100000,26600000,-38000000,39100000,600000,4400000,49700000,18800000,387300000,-4000000,,,,8500000,-1421300000,-1416800000,10793900000,-10303400000,,,-202600000,,-26900000,261000000,CACC,Credit Acceptance Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,82288000,,,61012000,79009000,25634000,13027000,11342000,19000,16044000,-2155000,-8716000,134204000,60000,,0,0.0,0.0,6469000,6529000,0,0,0.0,,-30060000,-19815000,-1169000,-51044000,AAON,AAON Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,3487000,7891000.0,0.0,5821000,58758000,30416000,3669000,11812000,19000,-8987000,10899000,-45737000,60849000,19000,0.0,-103430000,0.0,0.0,54000,-103357000,40000000,0,40000000.0,,-20876000,-19947000,-1590000,37587000,AAON,AAON Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,5949000,19293000.0,2412000.0,-14706000,100376000,35430000,-13332000,13700000,21000,-47513000,11574000,-56213000,44043000,-21988000,0.0,-249000,,,48000,-22189000,225758000,-194869000,,,-12737000,-22917000,-1018000,-5783000,AAON,AAON Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,9023000,63376000.0,4817000.0,49404000,177623000,46792000,-6527000,16384000,61000,-51323000,-18316000,-21293000,143401000,129000,-5197000.0,0,,,51000,180000,603172000,-629787000,,,-25009000,-26445000,-1700000,-79769000,AAON,AAON Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-09-30,750000000,,,947000000,559000000,845000000,-96000000,33000000,80000000,49000000,24000000,48000000,1542000000,-583000000,,-14000000,,281000000,,-316000000,1202000000,-2436000000,,30000000,0,,-16000000.0,-1220000000,BERY,Berry Global Group Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-09-30,1091000000,,,904000000,733000000,854000000,-73000000,40000000,81000000,-331000000,945000000,-639000000,1610000000,-676000000,,165000000,,0,,-511000000,2716000000,-3496000000,,60000000,0,0.0,-21000000.0,-741000000,BERY,Berry Global Group Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-09-30,1410000000,,,876000000,766000000,819000000,-48000000,39000000,185000000,-86000000,-120000000,-3000000,1552000000,-687000000,,128000000,,76000000,,-483000000,0,-22000000,,27000000,-709000000,0.0,,-704000000,BERY,Berry Global Group Inc,USD,NYSE,XNYS,America/New_York,Annual
